ID,Fuel Type Code,Station Name,Street Address,City,State,ZIP,Status Code,Expected Date,Groups With Access Code,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types
14985,ELEC,Miller-Motte Technical College,1515 Gallatin Pike North,Madison,TN,37115,E,,Public,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,36.287728,-86.703236,,,,,J1772
14986,ELEC,Nissan of Garden City,316 N Franklin St,Hempstead,NY,11550,E,,Private,,,,,1,,,,,200-8,40.7170234,-73.6307003,,,,,J1772
14987,E85,Ampride West,401 Country Club Dr,Marshall,MN,56258,E,,Public,,,,,,,,,,200-8,44.44278,-95.795619,,,,TRUE,
14988,LPG,Oklahoma Liquefied Gas,4308 Highway 81 S,Chickasha,OK,73018,E,,Public - Call ahead,,,,,,,,,,200-8,34.999205,-97.935952,,,TRUE,,
14989,E85,Stone's Truck Stop,3801 9th Ave SE,Watertown,SD,57201,E,,Public,,,,,,,,,,200-8,44.8901732,-97.0631342,,,,TRUE,
14990,LPG,Laverne Farmers Co-Op,1995 N Highway 283,Laverne,OK,73848,E,,Public - Call ahead,,,,,,,,,,GPS,36.7232,-99.8907,,,TRUE,,
14991,CNG,PECO Energy - Warminster Station,388 Park Ave,Warminster,PA,18974,E,,Private,,B,3000,,,,,,,200-8,40.194288,-75.0901937,,HD,,,
14992,ELEC,SUTHERLIN,8125 E Colonial Dr,Orlando,FL,32807,E,,Public,,,,,,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,28.5688674,-81.2776657,,,,,CHADEMO
14993,ELEC,Woodhouse Nissan,7801 Nebraska Dr,Bellevue,NE,68005,E,,Private,,,,,1,,,,,GPS,41.169081,-95.926542,,,,,J1772
14994,ELEC,American Electric Supply,1872 W Pomona Rd,Corona,CA,92880,E,,Private,,,,,1,,,,,GPS,33.8826372,-117.6022781,,,,,J1772
14995,ELEC,Liberty Import Center,920 Milwaukee Ave,Libertyville,IL,60048,E,,Public - Call ahead,,,,,1,,,,,200-8,42.2934876,-87.9555043,,,,,J1772
14996,LPG,Thompson Gas,8768 Holtville Rd,Wetumpka,AL,36092,E,,Public - Call ahead,,,,,,,,,,200-8,32.630578,-86.2995569,,,FALSE,,
14997,ELEC,AutoNation Nissan of Jacksonville,1726 Cassat Ave,Jacksonville,FL,32210,E,,Private,,,,,1,,,,,200-8,30.288126,-81.732452,,,,,J1772
14998,ELEC,Enterprise Rent-A-Car,10628 Dutchtown Rd,Knoxville,TN,37932,E,,Private,,,,,2,,,,,GPS,35.912896,-84.141783,,,,,J1772
14999,E85,University of Arizona Motor Pool,1597 E 16th St,Tucson,AZ,85719,E,,Private,,,,,,,,,,200-8,32.215396,-110.948375,,,,FALSE,
15000,BD,Fort Bragg - Army & Air Force Exchange Service,Longstreet Rd & Gruber Rd,Fort Bragg,NC,28301,E,,Private - Government only,B20,,,,,,,,,GPS,35.143433,-79.033896,,,,,
15001,E85,E-Z Shop 7,4995 Carolina Hwy,Denmark,SC,29042,E,,Public,,,,,,,,,,GPS,33.338475,-81.140297,,,,FALSE,
15002,CNG,City of Santa Monica,2500 Michigan Ave,Santa Monica,CA,90404,E,,Private,,T,3000 3600,,,,,,,200-8,34.0272919,-118.4675668,,HD,,,
15003,E85,Nevada National Security Site,Mercury Hwy & Ranger Ave,Mercury,NV,89023,E,,Private - Government only,,,,,,,,,,GPS,36.659585,-115.990117,,,,FALSE,
15004,ELEC,"Walgreens - Keizer, OR #4230",5000 River Rd,Keizer,OR,97303,E,,Public - Card key at all times,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,44.997386,-123.02589,,,,,J1772
15005,ELEC,Tillamook Public Lot,200 Ivy Ave,Tillamook,OR,97141,E,,Public - Credit card at all times,,,,2,2,,,OpConnect,http://www.opconnect.com/,GPS,45.457058,-123.844997,,,,,NEMA520 J1772
15006,ELEC,Princeville Shopping Center,5-4280 Kuhio Hwy,Princeville,HI,96722,E,,Public,,,,,2,,,,,200-8,22.213506,-159.475426,,,,,J1772
15007,ELEC,Volvo Group North America,7900 National Service Rd,Greensboro,NC,27409,E,,Private,,,,4,,,,Shorepower,http://www.shorepower.com/,200-8,36.0858698,-79.9731302,,,,,NEMA520
15008,E85,7-Eleven,3095 N Andrews Ave,Fort Lauderdale,FL,33311,E,,Public,,,,,,,,,,200-8,26.166168,-80.146805,,,,FALSE,
15009,ELEC,Odell House Lodging,2325 W First Ave,Spokane,WA,99201,E,,Public - Call ahead,,,,,1,,,,,200-8,47.656153,-117.447309,,,,,J1772
15010,ELEC,LADWP - Sylmar Center,13101 Sepulveda Blvd,Sylmar,CA,91344,E,,Private - Government only,,,,,,,2 Conductive 240V,,,200-8,34.3108852,-118.4874,,,,,
15011,ELEC,City of Rancho Cucamonga - Metrolink Station,8900 Milliken Ave,Rancho Cucamonga,CA,91730,E,,Public,,,,1,2,,,,,GPS,34.09177,-117.559,,,,,NEMA520 J1772
15012,E85,Kwik Trip #334,1271 N River Dr,Mankato,MN,56001,E,,Public,,,,,,,,,,200-8,44.188375,-94.0126398,,,,FALSE,
15013,LNG,Blu LNG - Blu Fuel Stop,230 Old Highway 91,Hurricane,UT,84737,E,,Public - Credit card at all times,,,,,,,,,,200-8,37.1628021,-113.4343306,,HD,,,
15014,ELEC,LAKEWOOD RANCH,8151 Lakewood Ranch Blvd,Myakka,FL,34202,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,27.3935108,-82.4352646,,,,,NEMA520 J1772
15015,E85,Shell Quick Mart #3,600 S Jackson,Tullahoma,TN,37388,E,,Public,,,,,,,,,,200-8,35.355457,-86.206414,,,,FALSE,
15016,ELEC,QCC,56th Ave,Oakland Gardens,NY,11364,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.754879,-73.7547607,,,,,NEMA520 J1772
15017,CNG,Star Valley Gas,122 N Washington St,Afton,WY,83110,E,,Public - Credit card at all times,,Q,3000,,,,,,,200-8,42.7310456,-110.9332701,,HD,,,
15018,ELEC,RAMSEY COUNTY,3025 Southlawn Dr,Maplewood,MN,55109,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,45.032234,-93.0256785,,,,,NEMA520 J1772
15019,ELEC,Hillsboro Civic Center,150 E Main Street,Hillsboro,OR,97123,E,,Public,,,,,,2,,Blink Network,http://www.blinknetwork.com/,GPS,45.521578,-122.988974,,,,,CHADEMO
15020,ELEC,Moorpark Metrolink Station,300 High Street,Moorpark,CA,93021,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,34.284865,-118.879213,,,,,J1772
15021,ELEC,McCarthy Olathe Nissan,683 N Rawhide Rd,Olathe,KS,66061,E,,Private,,,,,1,,,,,200-8,38.890301,-94.791102,,,,,J1772
15022,LPG,U-Haul,5365 Jimmy Carter Blvd NW,Norcross,GA,30093,E,,Public,,,,,,,,,,200-8,33.904964,-84.204275,,,FALSE,,
15023,ELEC,MINNEAPOLIS,220 S 11th St,Minneapolis,MN,55403,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,44.9720192,-93.2720658,,,,,J1772
15024,ELEC,CARCHARGING,19501 Biscayne Blvd,Aventura,FL,33180,E,,Public,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,25.9558067,-80.143075,,,,,NEMA520 J1772
15025,CNG,East Mesa CNG Station,6935 E Decatur St,Mesa,AZ,85207,E,,Private - Government only,,Q,3000 3600,,,,,,,200-8,33.4272076,-111.6811566,,HD,,,
15026,ELEC,NV ENERGY,875 E Long St,Carson City,NV,89701,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.173082,-119.75852,,,,,J1772
15027,ELEC,Providence - Britton Plaza at Hawks Prairie,2555 Marvin Rd NE,Lacey,WA,98516,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,47.069827,-122.773312,,,,,J1772
15028,BD,North Central Co-op,2929 Peddler Village Rd,Goshen,IN,46526,E,,Public - Credit card at all times,"B20, B5",,,,,,,,,200-8,41.609224,-85.885312,,,,,
15029,LPG,U-Haul,1512 W Holt Ave,Pomona,CA,91768,E,,Public,,,,,,,,,,200-8,34.061387,-117.7753197,,,TRUE,,
15030,ELEC,"Walgreens - Draper, UT #6281",1311 Draper Parkway,Draper,UT,84020,E,,Public - Card key at all times,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,40.528369,-111.853705,,,,,J1772
15031,ELEC,MEDLINE,1 Medline Pl,Mundelein,IL,60060,E,,Public,,,,,3,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,42.2412549,-87.988472,,,,,J1772
15032,ELEC,Outpost Solar - Long Street,102 Long Street,Pulaski,TN,38478,E,,Public,,,,,8,,,Blink Network,http://www.blinknetwork.com/,GPS,35.226667,-87.072782,,,,,J1772
15033,E85,Kwik Trip #450,1200 E Commerce Blvd,Slinger,WI,53086,E,,Public,,,,,,,,,,200-8,43.3246069,-88.2632138,,,,FALSE,
15034,BD,Mitchell County - North Carolina DOT,942 Greenwood Rd,Spruce Pine,NC,28777,E,,Private - Government only,B20,,,,,,,,,200-8,35.913459,-82.087011,,,,,
15035,CNG,IGS CNG Services,10 Spring St,Charleston,WV,25302,E,,Public - Credit card at all times,,Q,3600,,,,,,,200-8,38.3561827,-81.6270841,,HD,,,
15036,E85,City of Chicago FS#205,3245 N Campbell,Chicago,IL,60618,E,,Private - Government only,,,,,,,,,,200-8,41.9403513,-87.6905982,,,,FALSE,
15037,ELEC,NEPTUNE TWP BOE,1 Summerfied Ln,Neptune City,NJ,7753,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.2108421,-74.0651627,,,,,J1772
15038,LPG,Houlton's LP Gas - AmeriGas,2904 Benzie Hwy,Benzonia,MI,49616,E,,Public,,,,,,,,,,200-8,44.5892575,-86.0993547,,,FALSE,,
15039,LPG,AmeriGas,4505 Singer Rd,Murfreesboro,TN,37129,E,,Public - Call ahead,,,,,,,,,,200-8,35.9186049,-86.4646862,,,TRUE,,
15040,ELEC,Goodwill,2500 Cleveland Ave N,Roseville,MN,55113,E,,Public,,,,,2,,,,,200-8,45.0164959,-93.186395,,,,,J1772
15041,E85,MAPCO Mart #5210,6016 Highway 72 E,Gurley,AL,35748,T,,TEMPORARILY UNAVAILABLE (Public),,,,,,,,,,200-8,34.698668,-86.383255,,,,FALSE,
15042,ELEC,Ocean Lakes Family Campground,6001 S Kings Hwy,Myrtle Beach,SC,29575,E,,Public,,,,1,1,,,,,200-8,33.6288713,-78.9621171,,,,,NEMA520 J1772
15043,E85,SLAC National Accelerator Laboratory,2575 Sand Hill Rd,Menlo Park,CA,94025,E,,Private,,,,,,,,,,GPS,37.41649,-122.21,,,,FALSE,
15044,ELEC,BOOKMANS,1056 S Country Club Dr,Mesa,AZ,85210,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,33.3964424,-111.841774,,,,,NEMA520 J1772
15045,ELEC,"Walgreens - Lynnwood, WA #6302",16423 Larch Way,Lynnwood,WA,98037,E,,Public - Card key at all times,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.848697,-122.246153,,,,,J1772
15046,LPG,Parden LP Gas & Service Co,152 N Jackson St,Grove Hill,AL,36451,E,,Public - Call ahead,,,,,,,,,,200-8,31.7118052,-87.7766506,,,FALSE,,
15047,ELEC,Lodi Public Library,201 W Locust St,Lodi,CA,95240,E,,Public - Credit card at all times,,,,,1,,,,,200-8,38.1369049,-121.2749404,,,,,J1772
15048,ELEC,KOHL'S,7500 W 191st St,Tinley Park,IL,60477,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,41.5500988,-87.7977326,,,,,J1772
15049,ELEC,Momentum Nissan,2545 Auto Mall Pkwy,Fairfield,CA,94533,E,,Public - Call ahead,,,,,1,,,,,200-8,38.2451156,-122.0794711,,,,,J1772
15050,LPG,ARRO Autogas,3400 Buck Owens Blvd,Bakersfield,CA,93308,E,,Public - Card key at all times,,,,,,,,,,200-8,35.390631,-119.04227,,,TRUE,,
15051,ELEC,Bob Rohrman Nissan,220 Verplank Rd,Burns Harbor,IN,46304,E,,Private,,,,,1,,,,,200-8,41.6046676,-87.1121433,,,,,J1772
15052,ELEC,WELCOME TO OCC,525 14th St,Oakland,CA,94612,E,,Public,,,,4,4,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,37.8050537,-122.2730802,,,,,NEMA520 J1772
15053,ELEC,407 Partnership LLC - 407 W. Osborn,407 W. Osborn,Phoenix,AZ,85018,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,33.4873638,-112.0794258,,,,,J1772
15054,CNG,Clean Energy - Yellow Cab,86 Granby St,Bloomfield,CT,6002,E,,Public - Card key at all times,,Q,3600,,,,,,,GPS,41.810889,-72.708572,,LD,,,
15055,BD,Spinx #121,2497 S Highway 14,Greer,SC,29651,E,,Public,B20,,,,,,,,,200-8,34.965956,-82.2352912,,,,,
15056,ELEC,General Motors Research & Development,30500 Mound Rd,Warren,MI,48092,E,,Private,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,42.51631927,-83.04421997,,,,,J1772
15057,ELEC,NORTON SHORES,4680-4764 Henry St,Norton Shores,MI,49441,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,43.1652298,-86.2635498,,,,,NEMA520 J1772
15058,ELEC,NATIONAL GRID,1276 Bald Hill Rd,Warwick,RI,2886,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,41.7059939,-71.4909616,,,,,J1772
15059,ELEC,CITY OF SONOMA,148 E Napa St,Sonoma,CA,95476,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.291687,-122.4555664,,,,,NEMA520 J1772
15060,ELEC,Nissan of State College,3220 W College Ave,State College,PA,16801,E,,Public - Call ahead,,,,,1,,,,,200-8,40.7576835,-77.8756066,,,,,J1772
15061,BD,McChord Air Force Base,714 Battery Rd,Tacoma,WA,98438,E,,Private - Government only,B20,,,,,,,,,GPS,47.136749,-122.491489,,,,,
15062,CNG,City of Hickory,1441 9th Ave NE,Hickory,NC,28601,E,,Public - Credit card at all times,,Q,3000 3600,,,,,,,200-8,35.7396322,-81.3099313,,MD,,,
15063,LPG,Friman Oil & Gas Inc,603 W Sioux Ave,Pierre,SD,57501,E,,Public - Call ahead,,,,,,,,,,200-8,44.3707599,-100.3607757,,,TRUE,,
15064,ELEC,LUX ENERGIES,310 S Arlington Ave,Reno,NV,89501,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.5213267,-119.8163302,,,,,J1772
15065,E85,Reeves Rush Hour,1025 S Genevieve Ave,Farmington,MO,63640,E,,Public,,,,,,,,,,200-8,37.7778853,-90.4082738,,,,FALSE,
15066,ELEC,VT DEPT OF BGS,133 State St,Montpelier,VT,5602,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,44.2617834,-72.5818019,,,,,NEMA520 J1772
15067,ELEC,MO BOT GARDEN,4344 Shaw Ave,St Louis,MO,63110,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.6162338,-90.2582169,,,,,J1772
15068,E85,Kum & Go #363,1819 N 72nd St,Omaha,NE,68104,E,,Public,,,,,,,,,,200-8,41.2761592,-96.0234118,,,,FALSE,
15069,LPG,Ferrellgas,9047 Yahweh Rd,Olive Branch,MS,38654,E,,Public - Call ahead,,,,,,,,,,200-8,34.992291,-89.874172,,,FALSE,,
15070,LPG,Cortez Gas Co,415 E 3rd Ave,Truth or Consequences,NM,87901,E,,Public,,,,,,,,,,200-8,33.1330929,-107.2469966,,,FALSE,,
15071,LPG,U-Haul,12455 Veterans Memorial Dr,Houston,TX,77014,E,,Public,,,,,,,,,,200-8,29.967228,-95.483548,,,TRUE,,
15072,CNG,Alagasco St Clair Operations Center - Private,714 Industrial Park Dr,Pell City,AL,35125,E,,Private,,B,3600,,,,,,,200-8,33.601083,-86.260778,,MD,,,
15073,ELEC,CITY OF SEALBCH,706 Ocean Ave,Seal Beach,CA,90740,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,33.740259,-118.107565,,,,,J1772
15074,LPG,U-Haul,141 Grand Ave,Schofield,WI,54476,E,,Public,,,,,,,,,,200-8,44.929564,-89.61327,,,TRUE,,
15075,ELEC,La Quinta Inn & Suites Lebanon,140 Dixie Ave,Lebanon,TN,37090,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,36.180826,-86.30188,,,,,J1772
15076,ELEC,BSMG,2619 Western Blvd,Raleigh,NC,27606,E,,Public,,,,,8,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,35.779755,-78.673788,,,,,J1772
15077,E85,Annawan Fuel 24,227 N Canal St,Annawan,IL,61234,E,,Public - Credit card at all times,,,,,,,,,,200-8,41.4006895,-89.9048155,,,,FALSE,
15078,LPG,U-Haul,918 Broadway Dr,Hattiesburg,MS,39401,E,,Public,,,,,,,,,,200-8,31.3091211,-89.3140085,,,TRUE,,
15079,LPG,INDOT - Amity Maintenance Unit,4511 S US Highway 31,Franklin,IN,46131,E,,Private,,,,,,,,,,200-8,39.4113366,-85.9959881,,,,,
15080,ELEC,Hawthorne Auto Clinic,4307 SE HAWTHORNE BLVD,PORTLAND,OR,97215,E,,Public,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,45.512037,-122.618159,,,,,J1772
15081,ELEC,Streater - Smith Nissan,333 Interstate 45 S,Conroe,TX,77301,E,,Private,,,,,1,,,,,200-8,30.305535,-95.4679174,,,,,J1772
15082,ELEC,Hayward Nissan,24644 Mission Blvd,Hayward,CA,94544,E,,Private,,,,,1,,,,,200-8,37.6623726,-122.0750581,,,,,J1772
15083,LPG,Hicksgas,6418 Logan Ave,Belvidere,IL,61008,E,,Public - Call ahead,,,,,,,,,,200-8,42.251187,-88.812709,,,FALSE,,
15084,ELEC,Crowley Ford,225 New Britain Ave,Plainville,CT,6062,E,,Public - Call ahead,,,,,1,,,,,200-8,41.677956,-72.8423374,,,,,J1772
15085,LPG,Gas and Supply,611 S Main St,Quitman,TX,75783,E,,Public,,,,,,,,,,200-8,32.7899219,-95.4529852,,,FALSE,,
15086,ELEC,WHOLE FOODS MKT,3502 Mt Diablo Blvd,Lafayette,CA,94549,E,,Public,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,37.893428,-122.117124,,,,,NEMA520 J1772
15087,LPG,Tractor Supply,2019 Upper Lenox Ave,Oneida,NY,13421,E,,Public,,,,,,,,,,200-8,43.0752669,-75.6906659,,,FALSE,,
15088,ELEC,SPRINGHILL,236 Main St,Grand Junction,CO,81501,E,,Public,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.0675595,-108.5682188,,,,,J1772
15089,LPG,AmeriGas,5140 W Bethany Home Rd,Glendale,AZ,85301,E,,Public,,,,,,,,,,200-8,33.5242072,-112.1715674,,,FALSE,,
15090,CNG,Relay Station - Red River CNG,6797 Highway 175,Frierson,LA,71027,E,,Public - Credit card at all times,,Q,3600,,,,,,,200-8,32.2140539,-93.7057524,,HD,,,
15091,ELEC,Kwik Trip #881,1725 W 9th Ave,Oshkosh,WI,54902,E,,Public,,,,1,,,,,,200-8,44.0107262,-88.580123,,,,,NEMA520
15092,CNG,Massachusetts Bay Transit Authority Southampton - Boston MA,240 Southampton St,Boston,MA,2118,E,,Private,,Q,3600,,,,,,,GPS,42.3318,-71.0642,,HD,,,
15093,ELEC,Central Valley Nissan,4530 McHenry Ave,Modesto,CA,95356,E,,Private,,,,,1,,,,,200-8,37.7052214,-120.9945007,,,,,J1772
15094,E85,Kum & Go #74,141 S Jordan Creek Pkwy,West Des Moines,IA,50266,E,,Public,,,,,,,,,,200-8,41.5676359,-93.8101739,,,,FALSE,
15095,E85,Kwik Star #495,2685 Dodge St,Dubuque,IA,52003,E,,Public,,,,,,,,,,200-8,42.491964,-90.702489,,,,FALSE,
15096,LPG,WTG Fuels,2411 E Highway 90,Alpine,TX,79830,E,,Public,,,,,,,,,,200-8,30.367562,-103.63251,,,FALSE,,
15097,LPG,U-Haul,492 E Washington St,North Attleboro,MA,2760,E,,Public,,,,,,,,,,200-8,41.9808494,-71.3300121,,,TRUE,,
15098,ELEC,CPSE-SATX,606 Embassy Oaks,San Antonio,TX,78216,E,,Public,,,,,4,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,29.5645614,-98.4894796,,,,,J1772
15099,ELEC,BOB SMITH BMW,24500 Calabasas Rd,Calabasas,CA,91302,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,34.1498003,-118.6614904,,,,,J1772
15100,LPG,U-Haul,2161 Hewatt Rd,Snellville,GA,30039,E,,Public,,,,,,,,,,200-8,33.8426381,-84.0613447,,,FALSE,,
15101,E85,Woodman's Food Markets,8131 S Howell Ave,Oak Creek,WI,53154,E,,Public,,,,,,,,,,200-8,42.896472,-87.915544,,,,FALSE,
15102,ELEC,Municipal Parking,Lytle & Spring Street,Murfreesboro,TN,37133,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,35.84797,-86.3898289,,,,,J1772
15103,ELEC,Placer County Personnel Office,145 Fulweiler Ave,Auburn,CA,95603,E,,Public,,,,,1,,1 SP Inductive,,,200-8,38.9037674,-121.0817083,,,,,J1772
15104,ELEC,Halawa C & C Baseyard,811 Umi St,Honolulu,HI,96819,P,7/15/13,PLANNED - not yet accessible (Private - Government only),,,,1,1,,,,,200-8,21.3346181,-157.8812015,,,,,NEMA520 J1772
15105,ELEC,MENLO COLLEGE,1000 El Camino Real,Atherton,CA,94027,E,,Public,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,37.4561567,-122.1932415,,,,,NEMA520 J1772
15106,LPG,U-Haul,3611 S Port Ave,Corpus Christi,TX,78415,E,,Public - Call ahead,,,,,,,,,,200-8,27.760984,-97.420737,,,TRUE,,
15107,ELEC,LANIER,200 Central Ave SW,Atlanta,GA,30303,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,33.7474264,-84.3916484,,,,,NEMA520 J1772
15108,ELEC,University of South Carolina - Senate Street Garage,1025 Henderson St,Columbia,SC,29201,E,,Public,,,,,1,,,,,200-8,34.001648,-81.02549,,,,,J1772
15109,E85,Citgo - Brown Hen One Stop,2501 N College Ave,Indianapolis,IN,46205,E,,Public,,,,,,,,,,200-8,39.8030786,-86.1447617,,,,FALSE,
15110,ELEC,Maroone Nissan of Delray,2200 S Federal Hwy,Delray Beach,FL,33483,E,,Public - Call ahead,,,,,1,1,,,,200-8,26.435109,-80.072977,,,,,J1772 CHADEMO
15111,CNG,Waste Management - Hampton Roads,3016 Yadkin Rd,Chesapeake,VA,23323,E,,Private,,B,3600,,,,,,,200-8,36.767504,-76.35584,,HD,,,
15112,ELEC,IMRA America,1044 Woodridge Ave,Ann Arbor,MI,48105,E,,Private,,,,,2,,,,,200-8,42.2900599,-83.673027,,,,,J1772
15113,ELEC,MBTA,1200-1358 State Hwy 1A,Revere,MA,2151,E,,Public,,,,,4,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,42.4163238,-70.9910583,,,,,J1772
15114,ELEC,Lincoln City Cultural Center,540 NE Highway 101,Lincoln City,OR,97367,E,,Public,,,,,1,1,,AeroVironment Network,http://evsolutions.avinc.com/services/subscriber_network/,200-8,44.9701155,-124.0142966,,,,,J1772 CHADEMO
15115,CNG,Dekalb County - Central CNG Station,3720 Leroy Scott Dr,Decatur,GA,30032,P,4/15/14,PLANNED - not yet accessible (Public - Credit card at all times),,Q,3600,,,,,,,GPS,33.773781,-84.237808,,HD,,,
15116,ELEC,SoCo Urban Lofts,1122 Jackson Street,Dallas,TX,75202,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,32.778614,-96.80153,,,,,J1772
15117,ELEC,KALAMAZOO RAMP3,100-132 Portage St,Kalamazoo,MI,49007,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,42.2913895,-85.5815201,,,,,NEMA520 J1772
15118,ELEC,Massapequa Nissan,3660 Sunrise Hwy,Seaford,NY,11783,E,,Public - Call ahead,,,,,1,,,,,200-8,40.67373,-73.4970018,,,,,J1772
15119,E85,Valero Corner Store #1478,12325 W FM 1097,Willis,TX,77318,E,,Public,,,,,,,,,,200-8,30.4264706,-95.5424943,,,,FALSE,
15120,BD,Craven County - North Carolina DOT,S Glenburnie Rd,New Bern,NC,28560,E,,Private - Government only,B20,,,,,,,,,GPS,35.133775,-77.075725,,,,,
15121,ELEC,WYNDHAM HOTEL,50 Remington Rd,Schaumburg,IL,60173,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,42.0541485,-88.0777449,,,,,J1772
15122,ELEC,I-95 Northbound Service Plaza - Tesla,I-95 N,Darien,CT,6820,E,,Public,,,,,,4,,,,GPS,41.080085,-73.461261,,,,,TESLA
15123,ELEC,FERRADO,20411 SW Birch St,Irvine,CA,92697,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,33.6567685,-117.8789046,,,,,J1772
15124,ELEC,Pittsburgh International Airport - Short Term Parking,1000 Airport Blvd,Pittsburgh,PA,15231,E,,Public,,,,6,,,,,,GPS,40.496003,-80.257567,,,,,NEMA520
15125,BD,MAPCO #3066,301 Long Hollow Rd,Goodlettsville,TN,37072,E,,Public,B20,,,,,,,,,200-8,36.3632669,-86.6636251,,,,,
15126,ELEC,Cole Nissan,3003 Stadium Dr,Kalamazoo,MI,49008,E,,Private,,,,,2,,,,,200-8,42.2720558,-85.6271705,,,,,J1772
15127,ELEC,City Place,700 S. Rosemary Ave,West Palm Beach,FL,33401,E,,Public - Card key at all times,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,26.7073666,-80.0569964,,,,,J1772
15128,LPG,Northern Energy,1114 N Broadway,Red Lodge,MT,59068,E,,Public - Call ahead,,,,,,,,,,200-8,45.198412,-109.2461184,,,TRUE,,
15129,ELEC,TOWN LOS GATOS,32 N. Santa Cruz Ave,Los Gatos,CA,95030,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,37.2234726,-121.9827423,,,,,J1772
15130,CNG,Lavigne Oil Co - Florida,4637 Florida Blvd,Baton Rouge,LA,70806,E,,Public - Credit card at all times,,Q,3600,,,,,,,200-8,30.4507218,-91.1425396,,HD,,,
15131,ELEC,BEDFORD,11 Railroad Ave,Bedford Hills,NY,10507,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,41.237334,-73.7000998,,,,,J1772
15132,ELEC,University of Cincinnati - Medical Campus,3225 Eden Ave,Cincinnati,OH,45229,E,,Public,,,,,2,,,,,200-8,39.1388858,-84.505235,,,,,J1772
15133,ELEC,eVgo - Downey Stonewood Mall,251 Stonewood St,Downey,CA,90241,P,5/1/14,PLANNED - not yet accessible (Public - Card key at all times),,,,1,1,1,,eVgo Network,https://www.evgonetwork.com/,GPS,33.935348,-118.120886,,,,,CHADEMO NEMA520 J1772
15134,ELEC,CCSF-TIDAMARINA,66 Clipper Cove Way,San Francisco,CA,94130,E,,Public,,,,3,3,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,37.8168541,-122.3702603,,,,,NEMA520 J1772
